"team","eventname","score_change","score","event","ranking","region","season"
"Ex-GanDerS","win_reg2",0,0,6,24,"apacn","2021-2022"
"Ex-GanDerS","win_reg3",0,0,7,24,"apacn","2021-2022"
"Ex-GanDerS","win_maj",0,0,8,24,"apacn","2021-2022"
"Ex-GanDerS","spr_reg1",0,0,9,25,"apacn","2021-2022"
"Ex-GanDerS","spr_reg2",0,0,10,24,"apacn","2021-2022"
"Ex-GanDerS","spr_reg3",0,0,11,24,"apacn","2021-2022"
"Ex-GanDerS","spr_maj",0,0,12,24,"apacn","2021-2022"
"Gokkies","fall_reg1",0,0,1,20,"apacn","2021-2022"
"Gokkies","fall_reg2",0,0,2,22,"apacn","2021-2022"
"Gokkies","fall_reg3",0,0,3,22,"apacn","2021-2022"
"Gokkies","fall_maj",0,0,4,22,"apacn","2021-2022"
"Gokkies","win_reg1",60,60,5,20,"apacn","2021-2022"
"Gokkies","win_reg2",0,60,6,19,"apacn","2021-2022"
"Gokkies","win_reg3",0,60,7,21,"apacn","2021-2022"
"Gokkies","win_maj",0,60,8,20,"apacn","2021-2022"
"Gokkies","spr_reg1",0,60,9,21,"apacn","2021-2022"
"Gokkies","spr_reg2",0,60,10,20,"apacn","2021-2022"
"Gokkies","spr_reg3",0,60,11,20,"apacn","2021-2022"
"Gokkies","spr_maj",0,60,12,20,"apacn","2021-2022"
"GracesBlaze Anima","fall_reg1",150,150,1,7,"apacn","2021-2022"
"GracesBlaze Anima","fall_reg2",110,260,2,8,"apacn","2021-2022"
"GracesBlaze Anima","fall_reg3",40,300,3,10,"apacn","2021-2022"
"GracesBlaze Anima","fall_maj",0,300,4,10,"apacn","2021-2022"
"GracesBlaze Anima","win_reg1",-300,0,5,24,"apacn","2021-2022"
"GracesBlaze Anima","win_reg2",0,0,6,25,"apacn","2021-2022"
"GracesBlaze Anima","win_reg3",0,0,7,25,"apacn","2021-2022"
"GracesBlaze Anima","win_maj",0,0,8,25,"apacn","2021-2022"
"GracesBlaze Anima","spr_reg1",0,0,9,26,"apacn","2021-2022"
"GracesBlaze Anima","spr_reg2",0,0,10,25,"apacn","2021-2022"
"GracesBlaze Anima","spr_reg3",0,0,11,25,"apacn","2021-2022"
"GracesBlaze Anima","spr_maj",0,0,12,25,"apacn","2021-2022"
"HMD","fall_reg1",0,0,1,22,"apacn","2021-2022"
"HMD","fall_reg2",0,0,2,24,"apacn","2021-2022"
"HMD","fall_reg3",0,0,3,24,"apacn","2021-2022"
"HMD","fall_maj",0,0,4,24,"apacn","2021-2022"
"HMD","win_reg1",0,0,5,25,"apacn","2021-2022"
"HMD","win_reg2",0,0,6,26,"apacn","2021-2022"
"HMD","win_reg3",0,0,7,26,"apacn","2021-2022"
"HMD","win_maj",0,0,8,26,"apacn","2021-2022"
"HMD","spr_reg1",80,80,9,19,"apacn","2021-2022"
"HMD","spr_reg2",-80,0,10,27,"apacn","2021-2022"
"HMD","spr_reg3",0,0,11,27,"apacn","2021-2022"
"HMD","spr_maj",0,0,12,27,"apacn","2021-2022"
"Hilltop Picnic","fall_reg1",250,250,1,2,"apacn","2021-2022"
"Hilltop Picnic","fall_reg2",150,400,2,4,"apacn","2021-2022"
"Hilltop Picnic","fall_reg3",150,550,3,5,"apacn","2021-2022"
"Hilltop Picnic","fall_maj",0,550,4,5,"apacn","2021-2022"
"Hilltop Picnic","win_reg1",190,740,5,4,"apacn","2021-2022"
"Hilltop Picnic","win_reg2",190,930,6,4,"apacn","2021-2022"
"Hilltop Picnic","win_reg3",60,990,7,4,"apacn","2021-2022"
"Hilltop Picnic","win_maj",0,990,8,4,"apacn","2021-2022"
"Hilltop Picnic","spr_reg1",210,1200,9,4,"apacn","2021-2022"
"Hilltop Picnic","spr_reg2",-1200,0,10,26,"apacn","2021-2022"
"Hilltop Picnic","spr_reg3",0,0,11,26,"apacn","2021-2022"
"Hilltop Picnic","spr_maj",0,0,12,26,"apacn","2021-2022"
"KACHIAGE Island","fall_reg1",70,70,1,13,"apacn","2021-2022"
"KACHIAGE Island","fall_reg2",0,70,2,16,"apacn","2021-2022"
"KACHIAGE Island","fall_reg3",-70,0,3,25,"apacn","2021-2022"
"KACHIAGE Island","fall_maj",0,0,4,25,"apacn","2021-2022"
"KACHIAGE Island","win_reg1",0,0,5,26,"apacn","2021-2022"
"KACHIAGE Island","win_reg2",0,0,6,27,"apacn","2021-2022"
"KACHIAGE Island","win_reg3",0,0,7,27,"apacn","2021-2022"
"KACHIAGE Island","win_maj",0,0,8,27,"apacn","2021-2022"
"KACHIAGE Island","spr_reg1",0,0,9,27,"apacn","2021-2022"
"KACHIAGE Island","spr_reg2",0,0,10,28,"apacn","2021-2022"
"KACHIAGE Island","spr_reg3",0,0,11,28,"apacn","2021-2022"
"KACHIAGE Island","spr_maj",0,0,12,28,"apacn","2021-2022"
"KokeKoke Kickers","fall_reg1",0,0,1,23,"apacn","2021-2022"
"KokeKoke Kickers","fall_reg2",0,0,2,25,"apacn","2021-2022"
"KokeKoke Kickers","fall_reg3",110,110,3,15,"apacn","2021-2022"
"KokeKoke Kickers","fall_maj",0,110,4,15,"apacn","2021-2022"
"KokeKoke Kickers","win_reg1",0,110,5,15,"apacn","2021-2022"
"KokeKoke Kickers","win_reg2",-110,0,6,28,"apacn","2021-2022"
"KokeKoke Kickers","win_reg3",0,0,7,28,"apacn","2021-2022"
"KokeKoke Kickers","win_maj",0,0,8,28,"apacn","2021-2022"
"KokeKoke Kickers","spr_reg1",0,0,9,28,"apacn","2021-2022"
"KokeKoke Kickers","spr_reg2",0,0,10,29,"apacn","2021-2022"
"KokeKoke Kickers","spr_reg3",0,0,11,29,"apacn","2021-2022"
"KokeKoke Kickers","spr_maj",0,0,12,29,"apacn","2021-2022"
"Mai Kagura","fall_reg1",0,0,1,24,"apacn","2021-2022"
"Mai Kagura","fall_reg2",0,0,2,26,"apacn","2021-2022"
"Mai Kagura","fall_reg3",0,0,3,27,"apacn","2021-2022"
"Mai Kagura","fall_maj",0,0,4,27,"apacn","2021-2022"
"Mai Kagura","win_reg1",0,0,5,28,"apacn","2021-2022"
"Mai Kagura","win_reg2",0,0,6,30,"apacn","2021-2022"
"Mai Kagura","win_reg3",0,0,7,30,"apacn","2021-2022"
"Mai Kagura","win_maj",0,0,8,30,"apacn","2021-2022"
"Mai Kagura","spr_reg1",0,0,9,30,"apacn","2021-2022"
"Mai Kagura","spr_reg2",80,80,10,18,"apacn","2021-2022"
"Mai Kagura","spr_reg3",-80,0,11,30,"apacn","2021-2022"
"Mai Kagura","spr_maj",0,0,12,30,"apacn","2021-2022"
"N Chiki","fall_reg1",0,0,1,26,"apacn","2021-2022"
"N Chiki","fall_reg2",110,110,2,13,"apacn","2021-2022"
"N Chiki","fall_reg3",0,110,3,17,"apacn","2021-2022"
"N Chiki","fall_maj",0,110,4,17,"apacn","2021-2022"
"N Chiki","win_reg1",0,110,5,16,"apacn","2021-2022"
"N Chiki","win_reg2",0,110,6,17,"apacn","2021-2022"
"N Chiki","win_reg3",0,110,7,19,"apacn","2021-2022"
"N Chiki","win_maj",0,110,8,19,"apacn","2021-2022"
"N Chiki","spr_reg1",0,110,9,18,"apacn","2021-2022"
"N Chiki","spr_reg2",0,110,10,17,"apacn","2021-2022"
"N Chiki","spr_reg3",0,110,11,19,"apacn","2021-2022"
"N Chiki","spr_maj",0,110,12,19,"apacn","2021-2022"
"Screaaam!","fall_reg1",70,70,1,14,"apacn","2021-2022"
"Screaaam!","fall_reg2",0,70,2,17,"apacn","2021-2022"
"Screaaam!","fall_reg3",-70,0,3,30,"apacn","2021-2022"
"Screaaam!","fall_maj",0,0,4,30,"apacn","2021-2022"
"Screaaam!","win_reg1",0,0,5,32,"apacn","2021-2022"
"Screaaam!","win_reg2",0,0,6,33,"apacn","2021-2022"
"Screaaam!","win_reg3",0,0,7,32,"apacn","2021-2022"
"Screaaam!","win_maj",0,0,8,32,"apacn","2021-2022"
"Screaaam!","spr_reg1",0,0,9,32,"apacn","2021-2022"
"Screaaam!","spr_reg2",0,0,10,31,"apacn","2021-2022"
"Screaaam!","spr_reg3",0,0,11,31,"apacn","2021-2022"
"Screaaam!","spr_maj",0,0,12,31,"apacn","2021-2022"
"spider","fall_reg1",0,0,1,30,"apacn","2021-2022"
"spider","fall_reg2",0,0,2,31,"apacn","2021-2022"
"spider","fall_reg3",0,0,3,32,"apacn","2021-2022"
"spider","fall_maj",0,0,4,32,"apacn","2021-2022"
"spider","win_reg1",0,0,5,33,"apacn","2021-2022"
"spider","win_reg2",60,60,6,21,"apacn","2021-2022"
"spider","win_reg3",-60,0,7,33,"apacn","2021-2022"
"spider","win_maj",0,0,8,33,"apacn","2021-2022"
"spider","spr_reg1",0,0,9,33,"apacn","2021-2022"
"spider","spr_reg2",0,0,10,32,"apacn","2021-2022"
"spider","spr_reg3",0,0,11,32,"apacn","2021-2022"
"spider","spr_maj",0,0,12,32,"apacn","2021-2022"
"Sylphide","fall_reg1",0,0,1,31,"apacn","2021-2022"
"Sylphide","fall_reg2",40,40,2,19,"apacn","2021-2022"
"Sylphide","fall_reg3",0,40,3,20,"apacn","2021-2022"
"Sylphide","fall_maj",0,40,4,20,"apacn","2021-2022"
"Sylphide","win_reg1",60,100,5,18,"apacn","2021-2022"
"Sylphide","win_reg2",0,100,6,18,"apacn","2021-2022"
"Sylphide","win_reg3",110,210,7,13,"apacn","2021-2022"
"Sylphide","win_maj",0,210,8,13,"apacn","2021-2022"
"Sylphide","spr_reg1",-210,0,9,34,"apacn","2021-2022"
"Sylphide","spr_reg2",0,0,10,33,"apacn","2021-2022"
"Sylphide","spr_reg3",0,0,11,33,"apacn","2021-2022"
"Sylphide","spr_maj",0,0,12,33,"apacn","2021-2022"
"Triumph","fall_reg1",0,0,1,33,"apacn","2021-2022"
"Triumph","fall_reg2",0,0,2,33,"apacn","2021-2022"
"Triumph","fall_reg3",0,0,3,33,"apacn","2021-2022"
"Triumph","fall_maj",0,0,4,33,"apacn","2021-2022"
"Triumph","win_reg1",0,0,5,34,"apacn","2021-2022"
"Triumph","win_reg2",0,0,6,34,"apacn","2021-2022"
"Triumph","win_reg3",0,0,7,34,"apacn","2021-2022"
"Triumph","win_maj",0,0,8,34,"apacn","2021-2022"
"Triumph","spr_reg1",80,80,9,20,"apacn","2021-2022"
"Triumph","spr_reg2",-80,0,10,34,"apacn","2021-2022"
"Triumph","spr_reg3",0,0,11,34,"apacn","2021-2022"
"Triumph","spr_maj",0,0,12,34,"apacn","2021-2022"
"NOVEL FRONTIER","fall_reg1",40,40,1,16,"apacn","2021-2022"
"NOVEL FRONTIER","fall_reg2",70,110,2,14,"apacn","2021-2022"
"NOVEL FRONTIER","fall_reg3",70,180,3,11,"apacn","2021-2022"
"NOVEL FRONTIER","fall_maj",0,180,4,11,"apacn","2021-2022"
"NOVEL FRONTIER","win_reg1",0,180,5,12,"apacn","2021-2022"
"NOVEL FRONTIER","win_reg2",0,180,6,13,"apacn","2021-2022"
"NOVEL FRONTIER","win_reg3",0,180,7,16,"apacn","2021-2022"
"NOVEL FRONTIER","win_maj",0,180,8,16,"apacn","2021-2022"
"NOVEL FRONTIER","spr_reg1",0,180,9,17,"apacn","2021-2022"
"NOVEL FRONTIER","spr_reg2",0,180,10,16,"apacn","2021-2022"
"NOVEL FRONTIER","spr_reg3",0,180,11,16,"apacn","2021-2022"
"NOVEL FRONTIER","spr_maj",0,180,12,16,"apacn","2021-2022"
"Gaimin Gladiators","fall_reg1",301,301,1,1,"apacs","2021-2022"
"Gaimin Gladiators","fall_reg2",301,602,2,1,"apacs","2021-2022"
"Gaimin Gladiators","fall_reg3",301,903,3,1,"apacs","2021-2022"
"Gaimin Gladiators","fall_maj",0,903,4,1,"apacs","2021-2022"
"Gaimin Gladiators","win_reg1",351,1254,5,1,"apacs","2021-2022"
"Gaimin Gladiators","win_reg2",351,1605,6,1,"apacs","2021-2022"
"Gaimin Gladiators","win_reg3",351,1956,7,1,"apacs","2021-2022"
"Gaimin Gladiators","win_maj",0,1956,8,1,"apacs","2021-2022"
"Gaimin Gladiators","spr_reg1",350,2306,9,1,"apacs","2021-2022"
"Gaimin Gladiators","spr_reg2",401,2707,10,1,"apacs","2021-2022"
"Gaimin Gladiators","spr_reg3",401,3108,11,1,"apacs","2021-2022"
"Gaimin Gladiators","spr_maj",160,3268,12,1,"apacs","2021-2022"
"1620 Kings","fall_reg1",250,250,1,2,"apacs","2021-2022"
"1620 Kings","fall_reg2",250,500,2,2,"apacs","2021-2022"
"1620 Kings","fall_reg3",150,650,3,2,"apacs","2021-2022"
"1620 Kings","fall_maj",0,650,4,2,"apacs","2021-2022"
"1620 Kings","win_reg1",300,950,5,2,"apacs","2021-2022"
"1620 Kings","win_reg2",260,1210,6,2,"apacs","2021-2022"
"1620 Kings","win_reg3",260,1470,7,2,"apacs","2021-2022"
"1620 Kings","win_maj",0,1470,8,2,"apacs","2021-2022"
"1620 Kings","spr_reg1",210,1680,9,2,"apacs","2021-2022"
"1620 Kings","spr_reg2",180,1860,10,2,"apacs","2021-2022"
"1620 Kings","spr_reg3",210,2070,11,2,"apacs","2021-2022"
"1620 Kings","spr_maj",0,2070,12,2,"apacs","2021-2022"
"Meta Power","fall_reg1",0,0,1,32,"apacs","2021-2022"
"Meta Power","fall_reg2",0,0,2,31,"apacs","2021-2022"
"Meta Power","fall_reg3",0,0,3,32,"apacs","2021-2022"
"Meta Power","fall_maj",0,0,4,32,"apacs","2021-2022"
"Meta Power","win_reg1",190,190,5,11,"apacs","2021-2022"
"Meta Power","win_reg2",300,490,6,7,"apacs","2021-2022"
"Meta Power","win_reg3",300,790,7,5,"apacs","2021-2022"
"Meta Power","win_maj",0,790,8,4,"apacs","2021-2022"
"Meta Power","spr_reg1",401,1191,9,3,"apacs","2021-2022"
"Meta Power","spr_reg2",300,1491,10,3,"apacs","2021-2022"
"Meta Power","spr_reg3",350,1841,11,3,"apacs","2021-2022"
"Meta Power","spr_maj",0,1841,12,3,"apacs","2021-2022"
"Northern Forces","fall_reg1",150,150,1,8,"apacs","2021-2022"
"Northern Forces","fall_reg2",200,350,2,5,"apacs","2021-2022"
"Northern Forces","fall_reg3",70,420,3,7,"apacs","2021-2022"
"Northern Forces","fall_maj",0,420,4,6,"apacs","2021-2022"
"Northern Forces","win_reg1",160,580,5,4,"apacs","2021-2022"
"Northern Forces","win_reg2",160,740,6,4,"apacs","2021-2022"
"Northern Forces","win_reg3",160,900,7,4,"apacs","2021-2022"
"Northern Forces","win_maj",0,900,8,3,"apacs","2021-2022"
"Northern Forces","spr_reg1",210,1110,9,4,"apacs","2021-2022"
"Northern Forces","spr_reg2",210,1320,10,4,"apacs","2021-2022"
"Northern Forces","spr_reg3",210,1530,11,4,"apacs","2021-2022"
"Northern Forces","spr_maj",0,1530,12,4,"apacs","2021-2022"
"God Speed","fall_reg1",0,0,1,29,"apacs","2021-2022"
"God Speed","fall_reg2",0,0,2,28,"apacs","2021-2022"
"God Speed","fall_reg3",0,0,3,29,"apacs","2021-2022"
"God Speed","fall_maj",0,0,4,29,"apacs","2021-2022"
"God Speed","win_reg1",260,260,5,8,"apacs","2021-2022"
"God Speed","win_reg2",190,450,6,8,"apacs","2021-2022"
"God Speed","win_reg3",220,670,7,6,"apacs","2021-2022"
"God Speed","win_maj",0,670,8,5,"apacs","2021-2022"
"God Speed","spr_reg1",300,970,9,5,"apacs","2021-2022"
"God Speed","spr_reg2",180,1150,10,5,"apacs","2021-2022"
"God Speed","spr_reg3",300,1450,11,5,"apacs","2021-2022"
"God Speed","spr_maj",0,1450,12,5,"apacs","2021-2022"
"Vectro Esports","fall_reg1",0,0,1,44,"apacs","2021-2022"
"Vectro Esports","fall_reg2",0,0,2,44,"apacs","2021-2022"
"Vectro Esports","fall_reg3",0,0,3,44,"apacs","2021-2022"
"Vectro Esports","fall_maj",0,0,4,44,"apacs","2021-2022"
"Vectro Esports","win_reg1",190,190,5,12,"apacs","2021-2022"
"Vectro Esports","win_reg2",220,410,6,9,"apacs","2021-2022"
"Vectro Esports","win_reg3",190,600,7,8,"apacs","2021-2022"
"Vectro Esports","win_maj",0,600,8,7,"apacs","2021-2022"
"Vectro Esports","spr_reg1",180,780,9,6,"apacs","2021-2022"
"Vectro Esports","spr_reg2",350,1130,10,6,"apacs","2021-2022"
"Vectro Esports","spr_reg3",250,1380,11,6,"apacs","2021-2022"
"Vectro Esports","spr_maj",0,1380,12,6,"apacs","2021-2022"
"AtlasGaming","fall_reg1",150,150,1,5,"apacs","2021-2022"
"AtlasGaming","fall_reg2",110,260,2,8,"apacs","2021-2022"
"AtlasGaming","fall_reg3",150,410,3,8,"apacs","2021-2022"
"AtlasGaming","fall_maj",0,410,4,7,"apacs","2021-2022"
"AtlasGaming","win_reg1",110,520,5,6,"apacs","2021-2022"
"AtlasGaming","win_reg2",60,580,6,5,"apacs","2021-2022"
"AtlasGaming","win_reg3",60,640,7,7,"apacs","2021-2022"
"AtlasGaming","win_maj",0,640,8,6,"apacs","2021-2022"
"AtlasGaming","spr_reg1",130,770,9,7,"apacs","2021-2022"
"AtlasGaming","spr_reg2",130,900,10,7,"apacs","2021-2022"
"AtlasGaming","spr_reg3",130,1030,11,7,"apacs","2021-2022"
"AtlasGaming","spr_maj",0,1030,12,7,"apacs","2021-2022"
"Asphyx's Minions","fall_reg1",0,0,1,17,"apacs","2021-2022"
"Asphyx's Minions","fall_reg2",0,0,2,17,"apacs","2021-2022"
"Asphyx's Minions","fall_reg3",0,0,3,21,"apacs","2021-2022"
"Asphyx's Minions","fall_maj",0,0,4,18,"apacs","2021-2022"
"Asphyx's Minions","win_reg1",0,0,5,20,"apacs","2021-2022"
"Asphyx's Minions","win_reg2",0,0,6,20,"apacs","2021-2022"
"Asphyx's Minions","win_reg3",0,0,7,21,"apacs","2021-2022"
"Asphyx's Minions","win_maj",0,0,8,16,"apacs","2021-2022"
"Asphyx's Minions","spr_reg1",250,250,9,10,"apacs","2021-2022"
"Asphyx's Minions","spr_reg2",250,500,10,8,"apacs","2021-2022"
"Asphyx's Minions","spr_reg3",180,680,11,8,"apacs","2021-2022"
"Asphyx's Minions","spr_maj",0,680,12,8,"apacs","2021-2022"
"Shoguns","fall_reg1",0,0,1,37,"apacs","2021-2022"
"Shoguns","fall_reg2",0,0,2,37,"apacs","2021-2022"
"Shoguns","fall_reg3",0,0,3,37,"apacs","2021-2022"
"Shoguns","fall_maj",0,0,4,37,"apacs","2021-2022"
"Shoguns","win_reg1",0,0,5,40,"apacs","2021-2022"
"Shoguns","win_reg2",110,110,6,16,"apacs","2021-2022"
"Shoguns","win_reg3",110,220,7,12,"apacs","2021-2022"
"Shoguns","win_maj",0,220,8,9,"apacs","2021-2022"
"Shoguns","spr_reg1",130,350,9,8,"apacs","2021-2022"
"Shoguns","spr_reg2",130,480,10,9,"apacs","2021-2022"
"Shoguns","spr_reg3",130,610,11,9,"apacs","2021-2022"
"Shoguns","spr_maj",0,610,12,9,"apacs","2021-2022"
"Frost Esports","fall_reg1",0,0,1,27,"apacs","2021-2022"
"Frost Esports","fall_reg2",0,0,2,26,"apacs","2021-2022"
"Frost Esports","fall_reg3",0,0,3,27,"apacs","2021-2022"
"Frost Esports","fall_maj",0,0,4,27,"apacs","2021-2022"
"Frost Esports","win_reg1",0,0,5,31,"apacs","2021-2022"
"Frost Esports","win_reg2",0,0,6,32,"apacs","2021-2022"
"Frost Esports","win_reg3",0,0,7,34,"apacs","2021-2022"
"Frost Esports","win_maj",0,0,8,30,"apacs","2021-2022"
"Frost Esports","spr_reg1",180,180,9,14,"apacs","2021-2022"
"Frost Esports","spr_reg2",210,390,10,10,"apacs","2021-2022"
"Frost Esports","spr_reg3",130,520,11,10,"apacs","2021-2022"
"Frost Esports","spr_maj",0,520,12,10,"apacs","2021-2022"
"Astronic Esports","fall_reg1",0,0,1,18,"apacs","2021-2022"
"Astronic Esports","fall_reg2",0,0,2,18,"apacs","2021-2022"
"Astronic Esports","fall_reg3",0,0,3,22,"apacs","2021-2022"
"Astronic Esports","fall_maj",0,0,4,19,"apacs","2021-2022"
"Astronic Esports","win_reg1",0,0,5,21,"apacs","2021-2022"
"Astronic Esports","win_reg2",0,0,6,21,"apacs","2021-2022"
"Astronic Esports","win_reg3",60,60,7,18,"apacs","2021-2022"
"Astronic Esports","win_maj",0,60,8,14,"apacs","2021-2022"
"Astronic Esports","spr_reg1",130,190,9,12,"apacs","2021-2022"
"Astronic Esports","spr_reg2",130,320,10,11,"apacs","2021-2022"
"Astronic Esports","spr_reg3",180,500,11,11,"apacs","2021-2022"
"Astronic Esports","spr_maj",0,500,12,11,"apacs","2021-2022"
"Not Just Associates","fall_reg1",110,110,1,11,"apacs","2021-2022"
"Not Just Associates","fall_reg2",40,150,2,12,"apacs","2021-2022"
"Not Just Associates","fall_reg3",40,190,3,12,"apacs","2021-2022"
"Not Just Associates","fall_maj",0,190,4,10,"apacs","2021-2022"
"Not Just Associates","win_reg1",60,250,5,9,"apacs","2021-2022"
"Not Just Associates","win_reg2",60,310,6,10,"apacs","2021-2022"
"Not Just Associates","win_reg3",0,310,7,10,"apacs","2021-2022"
"Not Just Associates","win_maj",0,310,8,8,"apacs","2021-2022"
"Not Just Associates","spr_reg1",0,310,9,9,"apacs","2021-2022"
"Not Just Associates","spr_reg2",0,310,10,12,"apacs","2021-2022"
"Not Just Associates","spr_reg3",0,310,11,12,"apacs","2021-2022"
"Not Just Associates","spr_maj",0,310,12,12,"apacs","2021-2022"
"FULLTIMEASIANS","fall_reg1",0,0,1,28,"apacs","2021-2022"
"FULLTIMEASIANS","fall_reg2",0,0,2,27,"apacs","2021-2022"
"FULLTIMEASIANS","fall_reg3",0,0,3,28,"apacs","2021-2022"
"FULLTIMEASIANS","fall_maj",0,0,4,28,"apacs","2021-2022"
"FULLTIMEASIANS","win_reg1",0,0,5,32,"apacs","2021-2022"
"FULLTIMEASIANS","win_reg2",0,0,6,33,"apacs","2021-2022"
"FULLTIMEASIANS","win_reg3",0,0,7,35,"apacs","2021-2022"
"FULLTIMEASIANS","win_maj",0,0,8,31,"apacs","2021-2022"
"FULLTIMEASIANS","spr_reg1",0,0,9,33,"apacs","2021-2022"
"FULLTIMEASIANS","spr_reg2",80,80,10,19,"apacs","2021-2022"
"FULLTIMEASIANS","spr_reg3",130,210,11,15,"apacs","2021-2022"
"FULLTIMEASIANS","spr_maj",0,210,12,15,"apacs","2021-2022"
"Friendly Fire Esports","fall_reg1",0,0,1,26,"apacs","2021-2022"
"Friendly Fire Esports","fall_reg2",0,0,2,25,"apacs","2021-2022"
"Friendly Fire Esports","fall_reg3",0,0,3,26,"apacs","2021-2022"
"Friendly Fire Esports","fall_maj",0,0,4,26,"apacs","2021-2022"
"Friendly Fire Esports","win_reg1",0,0,5,30,"apacs","2021-2022"
"Friendly Fire Esports","win_reg2",0,0,6,31,"apacs","2021-2022"
"Friendly Fire Esports","win_reg3",0,0,7,33,"apacs","2021-2022"
"Friendly Fire Esports","win_maj",0,0,8,29,"apacs","2021-2022"
"Friendly Fire Esports","spr_reg1",80,80,9,17,"apacs","2021-2022"
"Friendly Fire Esports","spr_reg2",80,160,10,15,"apacs","2021-2022"
"Friendly Fire Esports","spr_reg3",0,160,11,18,"apacs","2021-2022"
"Friendly Fire Esports","spr_maj",0,160,12,18,"apacs","2021-2022"
"Dark Rift Esports","fall_reg1",0,0,1,21,"apacs","2021-2022"
"Dark Rift Esports","fall_reg2",0,0,2,21,"apacs","2021-2022"
"Dark Rift Esports","fall_reg3",0,0,3,23,"apacs","2021-2022"
"Dark Rift Esports","fall_maj",0,0,4,20,"apacs","2021-2022"
"Dark Rift Esports","win_reg1",0,0,5,23,"apacs","2021-2022"
"Dark Rift Esports","win_reg2",0,0,6,24,"apacs","2021-2022"
"Dark Rift Esports","win_reg3",0,0,7,25,"apacs","2021-2022"
"Dark Rift Esports","win_maj",0,0,8,20,"apacs","2021-2022"
"Dark Rift Esports","spr_reg1",80,80,9,16,"apacs","2021-2022"
"Dark Rift Esports","spr_reg2",130,210,10,13,"apacs","2021-2022"
"Dark Rift Esports","spr_reg3",80,290,11,13,"apacs","2021-2022"
"Dark Rift Esports","spr_maj",0,290,12,13,"apacs","2021-2022"
"Exodus","fall_reg1",0,0,1,25,"apacs","2021-2022"
"Exodus","fall_reg2",0,0,2,24,"apacs","2021-2022"
"Exodus","fall_reg3",0,0,3,25,"apacs","2021-2022"
"Exodus","fall_maj",0,0,4,25,"apacs","2021-2022"
"Exodus","win_reg1",0,0,5,29,"apacs","2021-2022"
"Exodus","win_reg2",0,0,6,30,"apacs","2021-2022"
"Exodus","win_reg3",0,0,7,32,"apacs","2021-2022"
"Exodus","win_maj",0,0,8,28,"apacs","2021-2022"
"Exodus","spr_reg1",0,0,9,32,"apacs","2021-2022"
"Exodus","spr_reg2",80,80,10,18,"apacs","2021-2022"
"Exodus","spr_reg3",80,160,11,17,"apacs","2021-2022"
"Exodus","spr_maj",0,160,12,17,"apacs","2021-2022"
"LeftOvers","fall_reg1",0,0,1,31,"apacs","2021-2022"
"LeftOvers","fall_reg2",0,0,2,30,"apacs","2021-2022"
"LeftOvers","fall_reg3",0,0,3,31,"apacs","2021-2022"
"LeftOvers","fall_maj",0,0,4,31,"apacs","2021-2022"
"LeftOvers","win_reg1",0,0,5,34,"apacs","2021-2022"
"LeftOvers","win_reg2",0,0,6,35,"apacs","2021-2022"
"LeftOvers","win_reg3",0,0,7,38,"apacs","2021-2022"
"LeftOvers","win_maj",0,0,8,34,"apacs","2021-2022"
"LeftOvers","spr_reg1",80,80,9,18,"apacs","2021-2022"
"LeftOvers","spr_reg2",80,160,10,16,"apacs","2021-2022"
"LeftOvers","spr_reg3",80,240,11,14,"apacs","2021-2022"
"LeftOvers","spr_maj",0,240,12,14,"apacs","2021-2022"
"NHK","fall_reg1",0,0,1,33,"apacs","2021-2022"
"NHK","fall_reg2",0,0,2,32,"apacs","2021-2022"
"NHK","fall_reg3",0,0,3,33,"apacs","2021-2022"
"NHK","fall_maj",0,0,4,33,"apacs","2021-2022"
"NHK","win_reg1",0,0,5,35,"apacs","2021-2022"
"NHK","win_reg2",0,0,6,36,"apacs","2021-2022"
"NHK","win_reg3",0,0,7,39,"apacs","2021-2022"
"NHK","win_maj",0,0,8,36,"apacs","2021-2022"
"NHK","spr_reg1",0,0,9,37,"apacs","2021-2022"
"NHK","spr_reg2",0,0,10,35,"apacs","2021-2022"
"NHK","spr_reg3",80,80,11,20,"apacs","2021-2022"
"NHK","spr_maj",0,80,12,20,"apacs","2021-2022"
"1NE eSports","fall_reg1",200,200,1,3,"apacs","2021-2022"
"1NE eSports","fall_reg2",200,400,2,3,"apacs","2021-2022"
"1NE eSports","fall_reg3",200,600,3,3,"apacs","2021-2022"
"1NE eSports","fall_maj",0,600,4,3,"apacs","2021-2022"
"1NE eSports","win_reg1",-600,0,5,19,"apacs","2021-2022"
"1NE eSports","win_reg2",0,0,6,19,"apacs","2021-2022"
"1NE eSports","win_reg3",0,0,7,20,"apacs","2021-2022"
"1NE eSports","win_maj",0,0,8,15,"apacs","2021-2022"
"1NE eSports","spr_reg1",0,0,9,21,"apacs","2021-2022"
"1NE eSports","spr_reg2",0,0,10,21,"apacs","2021-2022"
"1NE eSports","spr_reg3",0,0,11,22,"apacs","2021-2022"
"1NE eSports","spr_maj",0,0,12,22,"apacs","2021-2022"
"Broerm","fall_reg1",0,0,1,19,"apacs","2021-2022"
"Broerm","fall_reg2",0,0,2,19,"apacs","2021-2022"
"Broerm","fall_reg3",40,40,3,20,"apacs","2021-2022"
"Broerm","fall_maj",0,40,4,17,"apacs","2021-2022"
"Broerm","win_reg1",-40,0,5,22,"apacs","2021-2022"
