"team","eventname","score_change","score","event","ranking","region"
"Team NazguL","fall_reg2",-70,0,2,39,"apacs"
"Team NazguL","fall_reg3",0,0,3,39,"apacs"
"Team NazguL","fall_maj",0,0,4,39,"apacs"
"Team NazguL","win_reg1",0,0,5,41,"apacs"
"Team NazguL","win_reg2",0,0,6,41,"apacs"
"Team NazguL","win_reg3",0,0,7,42,"apacs"
"Team NazguL","win_maj",0,0,8,40,"apacs"
"Team NazguL","spr_reg1",0,0,9,41,"apacs"
"Team NazguL","spr_reg2",0,0,10,40,"apacs"
"Team NazguL","spr_reg3",0,0,11,40,"apacs"
"Team NazguL","spr_maj",0,0,12,40,"apacs"
"Team Powercuts","fall_reg1",0,0,1,39,"apacs"
"Team Powercuts","fall_reg2",0,0,2,40,"apacs"
"Team Powercuts","fall_reg3",0,0,3,40,"apacs"
"Team Powercuts","fall_maj",0,0,4,40,"apacs"
"Team Powercuts","win_reg1",0,0,5,42,"apacs"
"Team Powercuts","win_reg2",0,0,6,42,"apacs"
"Team Powercuts","win_reg3",0,0,7,43,"apacs"
"Team Powercuts","win_maj",0,0,8,41,"apacs"
"Team Powercuts","spr_reg1",80,80,9,19,"apacs"
"Team Powercuts","spr_reg2",-80,0,10,41,"apacs"
"Team Powercuts","spr_reg3",0,0,11,41,"apacs"
"Team Powercuts","spr_maj",0,0,12,41,"apacs"
"Team Rise","fall_reg1",0,0,1,40,"apacs"
"Team Rise","fall_reg2",0,0,2,41,"apacs"
"Team Rise","fall_reg3",0,0,3,41,"apacs"
"Team Rise","fall_maj",0,0,4,41,"apacs"
"Team Rise","win_reg1",0,0,5,43,"apacs"
"Team Rise","win_reg2",0,0,6,43,"apacs"
"Team Rise","win_reg3",60,60,7,19,"apacs"
"Team Rise","win_maj",-60,0,8,42,"apacs"
"Team Rise","spr_reg1",0,0,9,42,"apacs"
"Team Rise","spr_reg2",0,0,10,42,"apacs"
"Team Rise","spr_reg3",0,0,11,42,"apacs"
"Team Rise","spr_maj",0,0,12,42,"apacs"
"The Donks","fall_reg1",0,0,1,41,"apacs"
"The Donks","fall_reg2",0,0,2,42,"apacs"
"The Donks","fall_reg3",0,0,3,42,"apacs"
"The Donks","fall_maj",0,0,4,42,"apacs"
"The Donks","win_reg1",110,110,5,15,"apacs"
"The Donks","win_reg2",0,110,6,17,"apacs"
"The Donks","win_reg3",0,110,7,17,"apacs"
"The Donks","win_maj",-120,-10,8,44,"apacs"
"The Donks","spr_reg1",0,-10,9,44,"apacs"
"The Donks","spr_reg2",0,-10,10,44,"apacs"
"The Donks","spr_reg3",0,-10,11,44,"apacs"
"The Donks","spr_maj",0,-10,12,44,"apacs"
"The Odyssey","fall_reg1",0,0,1,42,"apacs"
"The Odyssey","fall_reg2",70,70,2,16,"apacs"
"The Odyssey","fall_reg3",0,70,3,19,"apacs"
"The Odyssey","fall_maj",0,70,4,16,"apacs"
"The Odyssey","win_reg1",0,70,5,17,"apacs"
"The Odyssey","win_reg2",60,130,6,15,"apacs"
"The Odyssey","win_reg3",60,190,7,13,"apacs"
"The Odyssey","win_maj",-120,70,8,13,"apacs"
"The Odyssey","spr_reg1",0,70,9,20,"apacs"
"The Odyssey","spr_reg2",0,70,10,20,"apacs"
"The Odyssey","spr_reg3",0,70,11,21,"apacs"
"The Odyssey","spr_maj",0,70,12,21,"apacs"
