"team","eventname","score_change","score","event","ranking","region"
"Leviatán","spr_maj",0,1190,12,8,"sam"
"Atypical","fall_reg1",0,0,1,17,"sam"
"Atypical","fall_reg2",0,0,2,18,"sam"
"Atypical","fall_reg3",0,0,3,18,"sam"
"Atypical","fall_maj",0,0,4,18,"sam"
"Atypical","win_reg1",0,0,5,18,"sam"
"Atypical","win_reg2",190,190,6,14,"sam"
"Atypical","win_reg3",110,300,7,13,"sam"
"Atypical","win_maj",0,300,8,11,"sam"
"Atypical","spr_reg1",130,430,9,10,"sam"
"Atypical","spr_reg2",210,640,10,10,"sam"
"Atypical","spr_reg3",80,720,11,9,"sam"
"Atypical","spr_maj",0,720,12,9,"sam"
"Hallzs","fall_reg1",110,110,1,10,"sam"
"Hallzs","fall_reg2",70,180,2,12,"sam"
"Hallzs","fall_reg3",70,250,3,13,"sam"
"Hallzs","fall_maj",0,250,4,13,"sam"
"Hallzs","win_reg1",110,360,5,10,"sam"
"Hallzs","win_reg2",110,470,6,10,"sam"
"Hallzs","win_reg3",60,530,7,10,"sam"
"Hallzs","win_maj",0,530,8,9,"sam"
"Hallzs","spr_reg1",80,610,9,9,"sam"
"Hallzs","spr_reg2",80,690,10,9,"sam"
"Hallzs","spr_reg3",0,690,11,10,"sam"
"Hallzs","spr_maj",0,690,12,10,"sam"
"Novus Aevi","fall_reg1",0,0,1,27,"sam"
"Novus Aevi","fall_reg2",0,0,2,27,"sam"
"Novus Aevi","fall_reg3",0,0,3,27,"sam"
"Novus Aevi","fall_maj",0,0,4,27,"sam"
"Novus Aevi","win_reg1",0,0,5,26,"sam"
"Novus Aevi","win_reg2",0,0,6,29,"sam"
"Novus Aevi","win_reg3",0,0,7,29,"sam"
"Novus Aevi","win_maj",0,0,8,27,"sam"
"Novus Aevi","spr_reg1",210,210,9,13,"sam"
"Novus Aevi","spr_reg2",80,290,10,13,"sam"
"Novus Aevi","spr_reg3",210,500,11,12,"sam"
"Novus Aevi","spr_maj",0,500,12,12,"sam"
"Team Tooth","fall_reg1",0,0,1,31,"sam"
"Team Tooth","fall_reg2",0,0,2,31,"sam"
"Team Tooth","fall_reg3",0,0,3,31,"sam"
"Team Tooth","fall_maj",0,0,4,31,"sam"
"Team Tooth","win_reg1",0,0,5,32,"sam"
"Team Tooth","win_reg2",0,0,6,32,"sam"
"Team Tooth","win_reg3",0,0,7,32,"sam"
"Team Tooth","win_maj",0,0,8,32,"sam"
"Team Tooth","spr_reg1",80,80,9,17,"sam"
"Team Tooth","spr_reg2",130,210,10,14,"sam"
"Team Tooth","spr_reg3",180,390,11,13,"sam"
"Team Tooth","spr_maj",0,390,12,13,"sam"
"True Neutral","fall_reg1",0,0,1,33,"sam"
"True Neutral","fall_reg2",0,0,2,33,"sam"
"True Neutral","fall_reg3",0,0,3,33,"sam"
"True Neutral","fall_maj",0,0,4,33,"sam"
"True Neutral","win_reg1",60,60,5,17,"sam"
"True Neutral","win_reg2",0,60,6,21,"sam"
"True Neutral","win_reg3",0,60,7,22,"sam"
"True Neutral","win_maj",0,60,8,14,"sam"
"True Neutral","spr_reg1",130,190,9,14,"sam"
"True Neutral","spr_reg2",0,190,10,15,"sam"
"True Neutral","spr_reg3",130,320,11,15,"sam"
"True Neutral","spr_maj",0,320,12,15,"sam"
"The Three Sins","fall_reg1",0,0,1,32,"sam"
"The Three Sins","fall_reg2",0,0,2,32,"sam"
"The Three Sins","fall_reg3",0,0,3,32,"sam"
"The Three Sins","fall_maj",0,0,4,32,"sam"
"The Three Sins","win_reg1",0,0,5,33,"sam"
"The Three Sins","win_reg2",0,0,6,33,"sam"
"The Three Sins","win_reg3",0,0,7,33,"sam"
"The Three Sins","win_maj",0,0,8,33,"sam"
"The Three Sins","spr_reg1",0,0,9,33,"sam"
"The Three Sins","spr_reg2",130,130,10,17,"sam"
"The Three Sins","spr_reg3",80,210,11,17,"sam"
"The Three Sins","spr_maj",0,210,12,17,"sam"
"Elevate","fall_reg1",110,110,1,9,"sam"
"Elevate","fall_reg2",250,360,2,4,"sam"
"Elevate","fall_reg3",200,560,3,4,"sam"
"Elevate","fall_maj",0,560,4,4,"sam"
"Elevate","win_reg1",160,720,5,4,"sam"
"Elevate","win_reg2",60,780,6,5,"sam"
"Elevate","win_reg3",110,890,7,7,"sam"
"Elevate","win_maj",-890,0,8,18,"sam"
"Elevate","spr_reg1",80,80,9,16,"sam"
"Elevate","spr_reg2",80,160,10,16,"sam"
"Elevate","spr_reg3",130,290,11,16,"sam"
"Elevate","spr_maj",0,290,12,16,"sam"
"balaio beautiful","fall_reg1",0,0,1,18,"sam"
"balaio beautiful","fall_reg2",0,0,2,19,"sam"
"balaio beautiful","fall_reg3",0,0,3,19,"sam"
"balaio beautiful","fall_maj",0,0,4,19,"sam"
"balaio beautiful","win_reg1",0,0,5,19,"sam"
"balaio beautiful","win_reg2",0,0,6,22,"sam"
"balaio beautiful","win_reg3",0,0,7,23,"sam"
"balaio beautiful","win_maj",0,0,8,15,"sam"
"balaio beautiful","spr_reg1",80,80,9,15,"sam"
"balaio beautiful","spr_reg2",-80,0,10,19,"sam"
"balaio beautiful","spr_reg3",80,80,11,18,"sam"
"balaio beautiful","spr_maj",0,80,12,18,"sam"
"Bronx","fall_reg1",0,0,1,19,"sam"
"Bronx","fall_reg2",0,0,2,20,"sam"
"Bronx","fall_reg3",0,0,3,20,"sam"
"Bronx","fall_maj",0,0,4,20,"sam"
"Bronx","win_reg1",0,0,5,20,"sam"
"Bronx","win_reg2",0,0,6,23,"sam"
"Bronx","win_reg3",0,0,7,24,"sam"
"Bronx","win_maj",0,0,8,16,"sam"
"Bronx","spr_reg1",0,0,9,18,"sam"
"Bronx","spr_reg2",80,80,10,18,"sam"
"Bronx","spr_reg3",0,80,11,19,"sam"
"Bronx","spr_maj",0,80,12,19,"sam"
"Team Disorder","fall_reg1",110,110,1,11,"sam"
"Team Disorder","fall_reg2",110,220,2,11,"sam"
"Team Disorder","fall_reg3",110,330,3,11,"sam"
"Team Disorder","fall_maj",0,330,4,11,"sam"
"Team Disorder","win_reg1",-330,0,5,30,"sam"
"Team Disorder","win_reg2",220,220,6,13,"sam"
"Team Disorder","win_reg3",60,280,7,14,"sam"
"Team Disorder","win_maj",0,280,8,12,"sam"
"Team Disorder","spr_reg1",130,410,9,11,"sam"
"Team Disorder","spr_reg2",130,540,10,11,"sam"
"Team Disorder","spr_reg3",80,620,11,11,"sam"
"Team Disorder","spr_maj",0,620,12,11,"sam"
"Los Malvekes","fall_reg1",0,0,1,26,"sam"
"Los Malvekes","fall_reg2",0,0,2,26,"sam"
"Los Malvekes","fall_reg3",0,0,3,26,"sam"
"Los Malvekes","fall_maj",0,0,4,26,"sam"
"Los Malvekes","win_reg1",60,60,5,16,"sam"
"Los Malvekes","win_reg2",0,60,6,19,"sam"
"Los Malvekes","win_reg3",0,60,7,20,"sam"
"Los Malvekes","win_maj",-60,0,8,26,"sam"
"Los Malvekes","spr_reg1",0,0,9,27,"sam"
"Los Malvekes","spr_reg2",0,0,10,28,"sam"
"Los Malvekes","spr_reg3",0,0,11,28,"sam"
"Los Malvekes","spr_maj",0,0,12,28,"sam"
"Chromax","fall_reg1",0,0,1,20,"sam"
"Chromax","fall_reg2",0,0,2,21,"sam"
"Chromax","fall_reg3",0,0,3,21,"sam"
"Chromax","fall_maj",0,0,4,21,"sam"
"Chromax","win_reg1",190,190,5,12,"sam"
"Chromax","win_reg2",110,300,6,12,"sam"
"Chromax","win_reg3",160,460,7,11,"sam"
"Chromax","win_maj",-460,0,8,17,"sam"
"Chromax","spr_reg1",0,0,9,19,"sam"
"Chromax","spr_reg2",0,0,10,20,"sam"
"Chromax","spr_reg3",0,0,11,20,"sam"
"Chromax","spr_maj",0,0,12,20,"sam"
"Emit7","fall_reg1",40,40,1,15,"sam"
"Emit7","fall_reg2",0,40,2,17,"sam"
"Emit7","fall_reg3",-40,0,3,22,"sam"
"Emit7","fall_maj",0,0,4,22,"sam"
"Emit7","win_reg1",0,0,5,21,"sam"
"Emit7","win_reg2",0,0,6,24,"sam"
"Emit7","win_reg3",0,0,7,25,"sam"
"Emit7","win_maj",0,0,8,19,"sam"
"Emit7","spr_reg1",0,0,9,20,"sam"
"Emit7","spr_reg2",0,0,10,21,"sam"
"Emit7","spr_reg3",0,0,11,21,"sam"
"Emit7","spr_maj",0,0,12,21,"sam"
"Endlxss Team","fall_reg1",0,0,1,21,"sam"
"Endlxss Team","fall_reg2",70,70,2,16,"sam"
"Endlxss Team","fall_reg3",40,110,3,15,"sam"
"Endlxss Team","fall_maj",0,110,4,15,"sam"
"Endlxss Team","win_reg1",-110,0,5,22,"sam"
"Endlxss Team","win_reg2",0,0,6,25,"sam"
"Endlxss Team","win_reg3",0,0,7,26,"sam"
"Endlxss Team","win_maj",0,0,8,20,"sam"
"Endlxss Team","spr_reg1",0,0,9,21,"sam"
"Endlxss Team","spr_reg2",0,0,10,22,"sam"
"Endlxss Team","spr_reg3",0,0,11,22,"sam"
"Endlxss Team","spr_maj",0,0,12,22,"sam"
"Ex-Elevate","fall_reg1",70,70,1,12,"sam"
"Ex-Elevate","fall_reg2",150,220,2,10,"sam"
"Ex-Elevate","fall_reg3",150,370,3,8,"sam"
"Ex-Elevate","fall_maj",0,370,4,8,"sam"
"Ex-Elevate","win_reg1",-370,0,5,23,"sam"
"Ex-Elevate","win_reg2",0,0,6,26,"sam"
"Ex-Elevate","win_reg3",0,0,7,27,"sam"
"Ex-Elevate","win_maj",0,0,8,21,"sam"
"Ex-Elevate","spr_reg1",0,0,9,22,"sam"
"Ex-Elevate","spr_reg2",0,0,10,23,"sam"
"Ex-Elevate","spr_reg3",0,0,11,23,"sam"
"Ex-Elevate","spr_maj",0,0,12,23,"sam"
"FTW Esports","fall_reg1",40,40,1,16,"sam"
"FTW Esports","fall_reg2",40,80,2,15,"sam"
"FTW Esports","fall_reg3",40,120,3,14,"sam"
"FTW Esports","fall_maj",0,120,4,14,"sam"
"FTW Esports","win_reg1",-120,0,5,24,"sam"
"FTW Esports","win_reg2",0,0,6,27,"sam"
"FTW Esports","win_reg3",0,0,7,28,"sam"
"FTW Esports","win_maj",0,0,8,22,"sam"
"FTW Esports","spr_reg1",0,0,9,23,"sam"
"FTW Esports","spr_reg2",0,0,10,24,"sam"
"FTW Esports","spr_reg3",0,0,11,24,"sam"
"FTW Esports","spr_maj",0,0,12,24,"sam"
"Guidance Gaming","fall_reg1",150,150,1,6,"sam"
"Guidance Gaming","fall_reg2",110,260,2,9,"sam"
"Guidance Gaming","fall_reg3",70,330,3,10,"sam"
"Guidance Gaming","fall_maj",0,330,4,10,"sam"
"Guidance Gaming","win_reg1",60,390,5,9,"sam"
"Guidance Gaming","win_reg2",0,390,6,11,"sam"
"Guidance Gaming","win_reg3",0,390,7,12,"sam"
"Guidance Gaming","win_maj",-60,330,8,10,"sam"
"Guidance Gaming","spr_reg1",0,330,9,12,"sam"
"Guidance Gaming","spr_reg2",0,330,10,12,"sam"
"Guidance Gaming","spr_reg3",0,330,11,14,"sam"
"Guidance Gaming","spr_maj",0,330,12,14,"sam"
"InControl Nation","fall_reg1",0,0,1,22,"sam"
"InControl Nation","fall_reg2",0,0,2,22,"sam"
"InControl Nation","fall_reg3",0,0,3,23,"sam"
"InControl Nation","fall_maj",0,0,4,23,"sam"
"InControl Nation","win_reg1",0,0,5,25,"sam"
"InControl Nation","win_reg2",60,60,6,17,"sam"
"InControl Nation","win_reg3",0,60,7,18,"sam"
"InControl Nation","win_maj",-60,0,8,23,"sam"
"InControl Nation","spr_reg1",0,0,9,24,"sam"
"InControl Nation","spr_reg2",0,0,10,25,"sam"
"InControl Nation","spr_reg3",0,0,11,25,"sam"
"InControl Nation","spr_maj",0,0,12,25,"sam"
"LeaveNoWitness","fall_reg1",0,0,1,24,"sam"
"LeaveNoWitness","fall_reg2",0,0,2,24,"sam"
"LeaveNoWitness","fall_reg3",0,0,3,25,"sam"
"LeaveNoWitness","fall_maj",0,0,4,25,"sam"
"LeaveNoWitness","win_reg1",60,60,5,15,"sam"
"LeaveNoWitness","win_reg2",0,60,6,18,"sam"
"LeaveNoWitness","win_reg3",60,120,7,16,"sam"
"LeaveNoWitness","win_maj",-120,0,8,24,"sam"
"LeaveNoWitness","spr_reg1",0,0,9,25,"sam"
"LeaveNoWitness","spr_reg2",0,0,10,26,"sam"
"LeaveNoWitness","spr_reg3",0,0,11,26,"sam"
"LeaveNoWitness","spr_maj",0,0,12,26,"sam"
"Legacy","fall_reg1",0,0,1,25,"sam"
"Legacy","fall_reg2",0,0,2,25,"sam"
"Legacy","fall_reg3",110,110,3,16,"sam"
"Legacy","fall_maj",0,110,4,16,"sam"
"Legacy","win_reg1",0,110,5,13,"sam"
"Legacy","win_reg2",-110,0,6,28,"sam"
"Legacy","win_reg3",60,60,7,19,"sam"
"Legacy","win_maj",-60,0,8,25,"sam"
"Legacy","spr_reg1",0,0,9,26,"sam"
"Legacy","spr_reg2",0,0,10,27,"sam"
"Legacy","spr_reg3",0,0,11,27,"sam"
"Legacy","spr_maj",0,0,12,27,"sam"
"Papo de Visão","fall_reg1",0,0,1,28,"sam"
"Papo de Visão","fall_reg2",0,0,2,28,"sam"
"Papo de Visão","fall_reg3",0,0,3,28,"sam"
"Papo de Visão","fall_maj",0,0,4,28,"sam"
"Papo de Visão","win_reg1",0,0,5,27,"sam"
"Papo de Visão","win_reg2",160,160,6,15,"sam"
"Papo de Visão","win_reg3",110,270,7,15,"sam"
"Papo de Visão","win_maj",-270,0,8,28,"sam"
"Papo de Visão","spr_reg1",0,0,9,28,"sam"
"Papo de Visão","spr_reg2",0,0,10,29,"sam"
"Papo de Visão","spr_reg3",0,0,11,29,"sam"
"Papo de Visão","spr_maj",0,0,12,29,"sam"
"RED","fall_reg1",0,0,1,29,"sam"
"RED","fall_reg2",0,0,2,29,"sam"
"RED","fall_reg3",0,0,3,29,"sam"
"RED","fall_maj",0,0,4,29,"sam"
"RED","win_reg1",0,0,5,28,"sam"
"RED","win_reg2",60,60,6,20,"sam"
"RED","win_reg3",0,60,7,21,"sam"
"RED","win_maj",-60,0,8,29,"sam"
"RED","spr_reg1",0,0,9,29,"sam"
"RED","spr_reg2",0,0,10,30,"sam"
"RED","spr_reg3",0,0,11,30,"sam"
"RED","spr_maj",0,0,12,30,"sam"
"Red Crown Esports","fall_reg1",0,0,1,30,"sam"
"Red Crown Esports","fall_reg2",0,0,2,30,"sam"
"Red Crown Esports","fall_reg3",0,0,3,30,"sam"
"Red Crown Esports","fall_maj",0,0,4,30,"sam"
"Red Crown Esports","win_reg1",110,110,5,14,"sam"
"Red Crown Esports","win_reg2",0,110,6,16,"sam"
"Red Crown Esports","win_reg3",0,110,7,17,"sam"
"Red Crown Esports","win_maj",0,110,8,13,"sam"
"Red Crown Esports","spr_reg1",-110,0,9,30,"sam"
"Red Crown Esports","spr_reg2",0,0,10,31,"sam"
"Red Crown Esports","spr_reg3",0,0,11,31,"sam"
"Red Crown Esports","spr_maj",0,0,12,31,"sam"
"Shoot'em","fall_reg1",70,70,1,14,"sam"
"Shoot'em","fall_reg2",40,110,2,14,"sam"
"Shoot'em","fall_reg3",0,110,3,17,"sam"
"Shoot'em","fall_maj",0,110,4,17,"sam"
"Shoot'em","win_reg1",-110,0,5,29,"sam"
"Shoot'em","win_reg2",0,0,6,30,"sam"
"Shoot'em","win_reg3",0,0,7,30,"sam"
"Shoot'em","win_maj",0,0,8,30,"sam"
"Shoot'em","spr_reg1",0,0,9,31,"sam"
"Shoot'em","spr_reg2",0,0,10,32,"sam"
"Shoot'em","spr_reg3",0,0,11,32,"sam"
"Shoot'em","spr_maj",0,0,12,32,"sam"
"Team Signal","fall_reg1",150,150,1,7,"sam"
"Team Signal","fall_reg2",150,300,2,7,"sam"
"Team Signal","fall_reg3",70,370,3,9,"sam"
"Team Signal","fall_maj",0,370,4,9,"sam"
"Team Signal","win_reg1",-370,0,5,31,"sam"
"Team Signal","win_reg2",0,0,6,31,"sam"
"Team Signal","win_reg3",0,0,7,31,"sam"
"Team Signal","win_maj",0,0,8,31,"sam"
"Team Signal","spr_reg1",0,0,9,32,"sam"
"Team Signal","spr_reg2",0,0,10,33,"sam"
"Team Signal","spr_reg3",0,0,11,33,"sam"
"Team Signal","spr_maj",0,0,12,33,"sam"
